Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Ambient pressure (mbar)	Residual	Cell temperature (°C)	Residual	Longitude GPS (ppm)	Residual	Latitude GPS (ppm)	Residual	Spectrum file	Library file
2020-05-19 11:31:39	  0.25	0.0010	 552.3	0.0008	  1.73	0.0012	 0.302	0.0006	  0.00	0.0006	  0.00	0.0008	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000018.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:32:03	  0.27	0.0009	 536.3	0.0010	  1.70	0.0016	 0.324	0.0005	  0.10	0.0006	  0.00	0.0009	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000019.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:32:27	  0.29	0.0010	 508.1	0.0010	  1.83	0.0013	 0.278	0.0006	  0.00	0.0005	  0.03	0.0012	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000020.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:32:51	  0.29	0.0011	 488.0	0.0011	  1.79	0.0016	 0.258	0.0005	  0.03	0.0004	  0.04	0.0006	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000021.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:33:15	  0.30	0.0009	 482.3	0.0012	  1.83	0.0011	 0.265	0.0006	  0.04	0.0006	  0.03	0.0004	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000022.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:33:39	  0.29	0.0014	 475.5	0.0009	  1.85	0.0013	 0.267	0.0007	  0.07	0.0007	  0.00	0.0006	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000023.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:34:03	  0.29	0.0007	 480.8	0.0009	  1.82	0.0012	 0.315	0.0005	  0.00	0.0008	  0.14	0.0008	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000024.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:34:27	  0.29	0.0012	 485.6	0.0010	  1.78	0.0016	 0.335	0.0007	  0.00	0.0006	  0.02	0.0010	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000025.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:34:51	  0.30	0.0010	 489.8	0.0009	  1.88	0.0009	 0.345	0.0006	  0.00	0.0007	  0.10	0.0009	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000026.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
2020-05-19 11:35:15	  0.30	0.0007	 488.4	0.0011	  1.90	0.0012	 0.296	0.0006	  0.00	0.0005	  0.11	0.0010	984.00	0.0000	 29.00	0.0000	 44.71	0.0000	-93.07	0.0000	I10 37 05192020_000027.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA - storage card.LIB
