Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Ambient pressure (mbar)	Residual	Cell temperature (°C)	Residual	Longitude GPS (ppm)	Residual	Latitude GPS (ppm)	Residual	Spectrum file	Library file
2019-08-06 11:07:00	  0.48	0.0011	 711.3	0.0023	  2.06	0.0013	 0.391	0.0008	  0.00	0.0009	  0.00	0.0011	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000066.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:07:25	  0.49	0.0012	 590.9	0.0013	  1.91	0.0014	 0.359	0.0008	  0.00	0.0009	  0.00	0.0010	977.00	0.0000	 35.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000067.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:07:50	  0.49	0.0010	 566.8	0.0011	  2.06	0.0014	 0.358	0.0008	  0.00	0.0008	  0.00	0.0008	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000068.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:08:15	  0.48	0.0007	 576.8	0.0014	  2.01	0.0013	 0.386	0.0008	  0.00	0.0008	  0.00	0.0012	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000069.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:08:40	  0.46	0.0011	 598.2	0.0015	  1.96	0.0013	 0.359	0.0008	  0.00	0.0008	  0.00	0.0011	977.00	0.0000	 35.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000070.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:09:05	  0.47	0.0013	 626.1	0.0015	  2.03	0.0012	 0.381	0.0009	  0.00	0.0010	  0.00	0.0011	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000071.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:09:30	  0.48	0.0014	 647.9	0.0018	  1.97	0.0010	 0.361	0.0008	  0.00	0.0008	  0.00	0.0011	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000072.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:09:54	  0.47	0.0007	 667.8	0.0020	  2.00	0.0011	 0.369	0.0009	  0.00	0.0009	  0.00	0.0013	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000073.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:10:19	  0.45	0.0014	 682.4	0.0020	  2.04	0.0012	 0.367	0.0009	  0.00	0.0009	  0.00	0.0009	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000074.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:10:44	  0.46	0.0010	 696.0	0.0022	  1.97	0.0013	 0.359	0.0009	  0.00	0.0009	  0.00	0.0017	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000075.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:11:09	  0.45	0.0010	 709.6	0.0022	  2.07	0.0013	 0.367	0.0009	  0.00	0.0008	  0.00	0.0010	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000076.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:11:34	  0.45	0.0011	 721.7	0.0023	  2.05	0.0012	 0.357	0.0010	  0.00	0.0009	  0.00	0.0011	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000077.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:11:59	  0.44	0.0012	 732.2	0.0025	  1.90	0.0011	 0.373	0.0009	  0.00	0.0010	  0.00	0.0011	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000078.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:12:24	  0.44	0.0012	 741.9	0.0024	  1.88	0.0010	 0.368	0.0008	  0.00	0.0009	  0.00	0.0015	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000079.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:12:49	  0.44	0.0014	 749.5	0.0025	  2.03	0.0011	 0.337	0.0009	  0.00	0.0008	  0.00	0.0012	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000080.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:13:14	  0.44	0.0010	 768.1	0.0009	  1.95	0.0013	 0.345	0.0008	  0.00	0.0010	  0.00	0.0010	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000081.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:13:39	  0.43	0.0010	 775.5	0.0010	  1.99	0.0011	 0.375	0.0009	  0.00	0.0008	  0.00	0.0008	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000082.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:14:04	  0.42	0.0013	 784.4	0.0010	  2.03	0.0010	 0.363	0.0010	  0.00	0.0009	  0.00	0.0011	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000083.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:14:29	  0.43	0.0012	 794.9	0.0010	  1.99	0.0011	 0.364	0.0008	  0.00	0.0008	  0.00	0.0010	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000084.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:14:54	  0.42	0.0009	 801.2	0.0010	  2.06	0.0014	 0.382	0.0009	  0.00	0.0008	  0.00	0.0010	977.00	0.0000	 36.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000085.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:15:19	  0.42	0.0012	 809.4	0.0011	  2.06	0.0014	 0.355	0.0009	  0.00	0.0009	  0.00	0.0009	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w2 soil_000086.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
