Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Ambient pressure (mbar)	Residual	Cell temperature (°C)	Residual	Longitude GPS (ppm)	Residual	Latitude GPS (ppm)	Residual	Spectrum file	Library file
2019-08-09 10:51:14	  0.04	0.0006	 625.9	0.0016	  1.95	0.0005	 0.380	0.0003	  0.00	0.0007	  0.07	0.0010	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000065.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:51:38	  0.04	0.0005	 605.8	0.0014	  1.99	0.0007	 0.356	0.0003	  0.00	0.0007	  0.14	0.0007	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000066.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:52:02	  0.03	0.0005	 593.6	0.0014	  1.94	0.0007	 0.350	0.0003	  0.00	0.0006	  0.16	0.0010	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000067.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:52:27	  0.03	0.0005	 596.6	0.0014	  1.92	0.0007	 0.385	0.0004	  0.00	0.0008	  0.00	0.0012	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000068.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:52:51	  0.04	0.0006	 611.0	0.0017	  1.97	0.0004	 0.377	0.0003	  0.00	0.0007	  0.00	0.0006	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000069.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:53:15	  0.03	0.0006	 633.6	0.0016	  1.91	0.0006	 0.363	0.0003	  0.00	0.0009	  0.08	0.0006	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000070.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:53:39	  0.04	0.0006	 653.5	0.0019	  1.89	0.0006	 0.349	0.0003	  0.00	0.0006	  0.00	0.0010	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000071.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:54:03	  0.03	0.0006	 681.7	0.0020	  1.96	0.0005	 0.380	0.0005	  0.00	0.0009	  0.00	0.0011	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000072.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:54:27	  0.03	0.0007	 706.0	0.0022	  1.97	0.0006	 0.351	0.0003	  0.00	0.0006	  0.01	0.0014	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000073.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:54:51	  0.03	0.0005	 735.8	0.0025	  1.88	0.0005	 0.379	0.0004	  0.00	0.0009	  0.13	0.0006	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000074.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:55:15	  0.03	0.0006	 770.9	0.0018	  2.02	0.0006	 0.338	0.0004	  0.00	0.0006	  0.04	0.0010	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000075.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:55:39	  0.03	0.0005	 800.4	0.0019	  1.98	0.0005	 0.340	0.0003	  0.00	0.0005	  0.09	0.0006	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000076.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:56:03	  0.04	0.0006	 831.0	0.0017	  1.88	0.0006	 0.393	0.0004	  0.00	0.0004	  0.11	0.0007	981.00	0.0000	 32.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s r1 08092019_000077.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
