Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Ambient pressure (mbar)	Residual	Cell temperature (°C)	Residual	Longitude GPS (ppm)	Residual	Latitude GPS (ppm)	Residual	Spectrum file	Library file
2019-08-15 13:20:35	  0.06	0.0007	1027.2	0.0016	  1.96	0.0017	 0.353	0.0008	  0.32	0.0006	  0.08	0.0014	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000015.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:20:59	  0.06	0.0007	 785.6	0.0008	  2.03	0.0013	 0.374	0.0005	  0.23	0.0005	  0.15	0.0011	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000016.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:21:24	  0.05	0.0005	 659.7	0.0019	  1.94	0.0013	 0.341	0.0006	  0.00	0.0006	  0.17	0.0009	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000017.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:21:49	  0.06	0.0006	 634.9	0.0019	  2.02	0.0016	 0.340	0.0006	  0.00	0.0006	  0.03	0.0015	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000018.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:22:13	  0.05	0.0005	 645.7	0.0020	  1.99	0.0013	 0.347	0.0005	  0.00	0.0007	  0.21	0.0009	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000019.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:22:38	  0.06	0.0005	 666.4	0.0023	  1.97	0.0014	 0.353	0.0008	  0.00	0.0007	  0.11	0.0013	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000020.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:23:02	  0.05	0.0004	 695.5	0.0024	  1.96	0.0013	 0.357	0.0008	  0.00	0.0006	  0.06	0.0012	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000021.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:23:27	  0.04	0.0006	 725.9	0.0027	  1.87	0.0013	 0.380	0.0007	  0.00	0.0007	  0.07	0.0009	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000022.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:23:51	  0.04	0.0006	 747.2	0.0028	  1.85	0.0017	 0.376	0.0006	  0.00	0.0010	  0.05	0.0017	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000023.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:24:16	  0.05	0.0005	 771.7	0.0010	  1.93	0.0013	 0.309	0.0005	  0.00	0.0005	  0.20	0.0010	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000024.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:24:40	  0.05	0.0005	 794.9	0.0010	  1.85	0.0016	 0.304	0.0005	  0.00	0.0005	  0.15	0.0009	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000025.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:25:05	  0.04	0.0009	 816.3	0.0009	  1.96	0.0013	 0.317	0.0006	  0.00	0.0005	  0.15	0.0007	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000026.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:25:30	  0.05	0.0010	 837.4	0.0009	  1.87	0.0012	 0.285	0.0006	  0.03	0.0006	  0.14	0.0013	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4.2 08152019_000027.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
