Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Ambient pressure (mbar)	Residual	Cell temperature (°C)	Residual	Longitude GPS (ppm)	Residual	Latitude GPS (ppm)	Residual	Spectrum file	Library file
2019-08-15 13:08:35	  0.06	0.0008	 851.7	0.0009	  1.90	0.0018	 0.298	0.0005	  0.04	0.0005	  0.11	0.0012	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000001.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:08:59	  0.06	0.0008	 790.9	0.0010	  1.95	0.0015	 0.325	0.0005	  0.10	0.0005	  0.23	0.0014	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000002.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:09:24	  0.06	0.0010	 785.7	0.0010	  1.83	0.0016	 0.349	0.0006	  0.08	0.0005	  0.24	0.0011	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000003.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:09:48	  0.06	0.0007	 799.5	0.0009	  1.93	0.0016	 0.304	0.0005	  0.00	0.0005	  0.15	0.0009	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000004.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:10:13	  0.06	0.0008	 822.4	0.0009	  1.83	0.0015	 0.282	0.0005	  0.07	0.0005	  0.00	0.0008	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000005.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:10:37	  0.06	0.0007	 858.0	0.0009	  1.88	0.0016	 0.354	0.0005	  0.12	0.0005	  0.18	0.0013	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000006.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:11:02	  0.06	0.0006	 886.9	0.0008	  1.88	0.0014	 0.377	0.0006	  0.10	0.0006	  0.16	0.0010	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000007.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:11:27	  0.06	0.0008	 908.5	0.0009	  1.93	0.0014	 0.292	0.0006	  0.05	0.0006	  0.00	0.0008	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000008.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:11:51	  0.05	0.0007	 931.1	0.0012	  1.89	0.0014	 0.312	0.0006	  0.06	0.0007	  0.03	0.0012	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000009.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:12:16	  0.05	0.0006	 960.5	0.0012	  1.86	0.0014	 0.377	0.0005	  0.12	0.0005	  0.03	0.0011	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000010.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:12:40	  0.05	0.0006	 982.6	0.0015	  2.03	0.0019	 0.362	0.0005	  0.13	0.0005	  0.13	0.0019	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000011.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:13:05	  0.06	0.0008	1007.2	0.0016	  1.89	0.0015	 0.364	0.0006	  0.18	0.0006	  0.19	0.0007	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000012.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:13:30	  0.06	0.0008	1024.0	0.0018	  1.94	0.0016	 0.365	0.0005	  0.10	0.0005	  0.14	0.0011	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000013.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-15 13:13:56	  0.05	0.0006	1044.8	0.0016	  2.03	0.0018	 0.355	0.0006	  0.19	0.0004	  0.00	0.0017	980.00	0.0000	 39.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr k4 08152019_000014.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
