Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Ambient pressure (mbar)	Residual	Cell temperature (°C)	Residual	Longitude GPS (ppm)	Residual	Latitude GPS (ppm)	Residual	Spectrum file	Library file
2019-08-09 10:11:19	  0.05	0.0007	 209.1	0.0008	  0.55	0.0007	 0.089	0.0003	  0.20	0.0005	  0.00	0.0005	981.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000001.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:11:43	  0.04	0.0008	 485.7	0.0007	  1.39	0.0007	 0.262	0.0003	  0.15	0.0004	  0.08	0.0004	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000002.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:12:07	  0.04	0.0006	 542.5	0.0006	  1.69	0.0008	 0.262	0.0004	  0.00	0.0005	  0.05	0.0008	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000003.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:12:31	  0.03	0.0006	 560.1	0.0007	  1.86	0.0007	 0.345	0.0003	  0.00	0.0006	  0.00	0.0010	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000004.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:12:55	  0.03	0.0007	 562.8	0.0009	  1.89	0.0005	 0.369	0.0003	  0.00	0.0006	  0.00	0.0007	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000005.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:13:19	  0.02	0.0005	 562.0	0.0007	  1.88	0.0005	 0.336	0.0004	  0.00	0.0006	  0.00	0.0005	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000006.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:13:43	  0.03	0.0007	 562.0	0.0007	  1.90	0.0006	 0.369	0.0004	  0.00	0.0007	  0.02	0.0008	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000007.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:14:07	  0.03	0.0006	 573.1	0.0007	  1.84	0.0005	 0.365	0.0004	  0.00	0.0006	  0.04	0.0009	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000008.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:14:31	  0.02	0.0006	 576.3	0.0007	  1.89	0.0008	 0.338	0.0004	  0.00	0.0005	  0.04	0.0005	981.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000009.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:14:55	  0.02	0.0006	 581.7	0.0007	  1.79	0.0006	 0.342	0.0004	  0.00	0.0006	  0.02	0.0008	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000010.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-09 10:15:19	  0.02	0.0005	 590.4	0.0007	  1.74	0.0006	 0.366	0.0005	  0.00	0.0006	  0.00	0.0008	982.00	0.0000	 30.00	0.0000	 44.68	0.0000	-93.07	0.0000	hr s nr1 08092019_000011.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
