Date	Water vapor H2O (vol-%)	Residual	Carbon dioxide CO2 (ppm)	Residual	Methane CH4 (ppm)	Residual	Nitrous oxide N2O (ppm)	Residual	Carbon monoxide CO (ppm)	Residual	Ammonia NH3 (ppm)	Residual	Ambient pressure (mbar)	Residual	Cell temperature (°C)	Residual	Longitude GPS (ppm)	Residual	Latitude GPS (ppm)	Residual	Spectrum file	Library file
2019-08-06 11:20:18	  0.41	0.0009	 805.7	0.0011	  2.11	0.0014	 0.355	0.0010	  0.00	0.0010	  0.00	0.0010	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000092.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:20:43	  0.42	0.0013	 617.6	0.0017	  1.96	0.0011	 0.367	0.0011	  0.00	0.0010	  0.00	0.0016	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000093.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:21:08	  0.42	0.0009	 548.2	0.0009	  1.96	0.0012	 0.351	0.0008	  0.00	0.0008	  0.00	0.0012	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000094.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:21:33	  0.42	0.0009	 535.4	0.0011	  1.87	0.0014	 0.346	0.0009	  0.00	0.0009	  0.00	0.0009	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000095.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:21:58	  0.40	0.0008	 533.9	0.0010	  1.96	0.0013	 0.347	0.0009	  0.00	0.0009	  0.00	0.0012	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000096.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:22:23	  0.40	0.0010	 540.5	0.0009	  2.02	0.0010	 0.336	0.0008	  0.00	0.0007	  0.04	0.0010	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000097.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:22:48	  0.39	0.0015	 556.0	0.0010	  1.98	0.0010	 0.315	0.0009	  0.00	0.0009	  0.00	0.0013	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000098.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:23:13	  0.40	0.0013	 581.4	0.0011	  2.05	0.0013	 0.347	0.0008	  0.00	0.0008	  0.00	0.0009	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000099.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:23:38	  0.39	0.0012	 600.8	0.0012	  1.92	0.0010	 0.360	0.0009	  0.00	0.0009	  0.00	0.0015	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000100.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:24:03	  0.39	0.0013	 617.8	0.0013	  2.11	0.0011	 0.353	0.0008	  0.00	0.0007	  0.00	0.0009	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000101.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:24:28	  0.40	0.0011	 635.3	0.0016	  1.97	0.0015	 0.344	0.0009	  0.00	0.0008	  0.00	0.0009	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000102.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:24:53	  0.38	0.0009	 648.3	0.0016	  2.02	0.0011	 0.358	0.0008	  0.00	0.0008	  0.00	0.0010	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000103.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
2019-08-06 11:25:18	  0.38	0.0012	 654.0	0.0017	  2.01	0.0011	 0.346	0.0008	  0.00	0.0008	  0.00	0.0011	977.00	0.0000	 37.00	0.0000	 44.69	0.0000	-93.07	0.0000	hr 08062019 w3_000104.spe	GAS-APP-GHG_c12_15_Rev-AB-PDA.LIB
