datetime,date,time,co2,ch4,n20,filename
8/15/2019 12:59,8/15/2019,12:59:44,1236.8,2.06,0.36,hr k3.2 08152019.txt
8/15/2019 13:00,8/15/2019,13:00:08,1254,2.05,0.369,hr k3.2 08152019.txt
8/15/2019 13:00,8/15/2019,13:00:33,1274.6,1.94,0.349,hr k3.2 08152019.txt
8/15/2019 13:00,8/15/2019,13:00:57,1291.5,2.02,0.395,hr k3.2 08152019.txt
8/15/2019 13:01,8/15/2019,13:01:22,1313.7,1.94,0.33,hr k3.2 08152019.txt
8/15/2019 13:08,8/15/2019,13:08:35,851.7,1.9,0.298,hr k4 08152019.txt
8/15/2019 13:08,8/15/2019,13:08:59,790.9,1.95,0.325,hr k4 08152019.txt
8/15/2019 13:09,8/15/2019,13:09:24,785.7,1.83,0.349,hr k4 08152019.txt
8/15/2019 13:09,8/15/2019,13:09:48,799.5,1.93,0.304,hr k4 08152019.txt
8/15/2019 13:10,8/15/2019,13:10:13,822.4,1.83,0.282,hr k4 08152019.txt
8/15/2019 13:10,8/15/2019,13:10:37,858,1.88,0.354,hr k4 08152019.txt
8/15/2019 13:11,8/15/2019,13:11:02,886.9,1.88,0.377,hr k4 08152019.txt
8/15/2019 13:11,8/15/2019,13:11:27,908.5,1.93,0.292,hr k4 08152019.txt
8/15/2019 13:11,8/15/2019,13:11:51,931.1,1.89,0.312,hr k4 08152019.txt
8/15/2019 13:12,8/15/2019,13:12:16,960.5,1.86,0.377,hr k4 08152019.txt
8/15/2019 13:12,8/15/2019,13:12:40,982.6,2.03,0.362,hr k4 08152019.txt
8/15/2019 13:13,8/15/2019,13:13:05,1007.2,1.89,0.364,hr k4 08152019.txt
8/15/2019 13:13,8/15/2019,13:13:30,1024,1.94,0.365,hr k4 08152019.txt
8/15/2019 13:13,8/15/2019,13:13:56,1044.8,2.03,0.355,hr k4 08152019.txt
8/15/2019 13:20,8/15/2019,13:20:35,1027.2,1.96,0.353,hr k4.2 08152019.txt
8/15/2019 13:20,8/15/2019,13:20:59,785.6,2.03,0.374,hr k4.2 08152019.txt
8/15/2019 13:21,8/15/2019,13:21:24,659.7,1.94,0.341,hr k4.2 08152019.txt
8/15/2019 13:21,8/15/2019,13:21:49,634.9,2.02,0.34,hr k4.2 08152019.txt
8/15/2019 13:22,8/15/2019,13:22:13,645.7,1.99,0.347,hr k4.2 08152019.txt
8/15/2019 13:22,8/15/2019,13:22:38,666.4,1.97,0.353,hr k4.2 08152019.txt
8/15/2019 13:23,8/15/2019,13:23:02,695.5,1.96,0.357,hr k4.2 08152019.txt
8/15/2019 13:23,8/15/2019,13:23:27,725.9,1.87,0.38,hr k4.2 08152019.txt
8/15/2019 13:23,8/15/2019,13:23:51,747.2,1.85,0.376,hr k4.2 08152019.txt
8/15/2019 13:24,8/15/2019,13:24:16,771.7,1.93,0.309,hr k4.2 08152019.txt
8/15/2019 13:24,8/15/2019,13:24:40,794.9,1.85,0.304,hr k4.2 08152019.txt
8/15/2019 13:25,8/15/2019,13:25:05,816.3,1.96,0.317,hr k4.2 08152019.txt
8/15/2019 13:25,8/15/2019,13:25:30,837.4,1.87,0.285,hr k4.2 08152019.txt
8/15/2019 13:25,8/15/2019,13:25:54,853.9,1.88,0.296,hr k4.2 08152019.txt
8/15/2019 13:26,8/15/2019,13:26:19,877.5,1.88,0.309,hr k4.2 08152019.txt
8/15/2019 13:26,8/15/2019,13:26:43,897.7,1.88,0.292,hr k4.2 08152019.txt
8/15/2019 13:27,8/15/2019,13:27:08,912.9,1.97,0.296,hr k4.2 08152019.txt
8/15/2019 13:27,8/15/2019,13:27:32,932.2,1.9,0.277,hr k4.2 08152019.txt
8/15/2019 13:27,8/15/2019,13:27:57,950.1,1.99,0.302,hr k4.2 08152019.txt
8/15/2019 13:28,8/15/2019,13:28:21,970.9,2.05,0.299,hr k4.2 08152019.txt
8/15/2019 13:28,8/15/2019,13:28:46,998.6,1.92,0.364,hr k4.2 08152019.txt
8/15/2019 13:29,8/15/2019,13:29:10,1005.4,1.93,0.274,hr k4.2 08152019.txt
8/15/2019 13:29,8/15/2019,13:29:35,1023.6,1.92,0.285,hr k4.2 08152019.txt
8/15/2019 13:29,8/15/2019,13:29:59,1039.9,1.88,0.373,hr k4.2 08152019.txt
8/15/2019 13:30,8/15/2019,13:30:24,1054,1.84,0.38,hr k4.2 08152019.txt
8/15/2019 13:30,8/15/2019,13:30:49,1072.1,1.79,0.345,hr k4.2 08152019.txt
8/15/2019 13:31,8/15/2019,13:31:13,1086.8,1.93,0.304,hr k4.2 08152019.txt
8/9/2019 10:11,8/9/2019,10:11:19,209.1,0.55,0.089,hr s nr1 08092019.txt
8/9/2019 10:11,8/9/2019,10:11:43,485.7,1.39,0.262,hr s nr1 08092019.txt
8/9/2019 10:12,8/9/2019,10:12:07,542.5,1.69,0.262,hr s nr1 08092019.txt
8/9/2019 10:12,8/9/2019,10:12:31,560.1,1.86,0.345,hr s nr1 08092019.txt
8/9/2019 10:12,8/9/2019,10:12:55,562.8,1.89,0.369,hr s nr1 08092019.txt
8/9/2019 10:13,8/9/2019,10:13:19,562,1.88,0.336,hr s nr1 08092019.txt
8/9/2019 10:13,8/9/2019,10:13:43,562,1.9,0.369,hr s nr1 08092019.txt
8/9/2019 10:14,8/9/2019,10:14:07,573.1,1.84,0.365,hr s nr1 08092019.txt
8/9/2019 10:14,8/9/2019,10:14:31,576.3,1.89,0.338,hr s nr1 08092019.txt
8/9/2019 10:14,8/9/2019,10:14:55,581.7,1.79,0.342,hr s nr1 08092019.txt
8/9/2019 10:15,8/9/2019,10:15:19,590.4,1.74,0.366,hr s nr1 08092019.txt
8/9/2019 10:15,8/9/2019,10:15:43,595.2,1.9,0.358,hr s nr1 08092019.txt
8/9/2019 10:16,8/9/2019,10:16:07,606,1.85,0.366,hr s nr1 08092019.txt
8/9/2019 10:16,8/9/2019,10:16:31,612.1,1.8,0.367,hr s nr1 08092019.txt
8/9/2019 10:16,8/9/2019,10:16:56,621.4,1.95,0.363,hr s nr1 08092019.txt
8/9/2019 10:17,8/9/2019,10:17:20,628.2,1.85,0.369,hr s nr1 08092019.txt
8/9/2019 10:17,8/9/2019,10:17:44,637.5,1.9,0.346,hr s nr1 08092019.txt
8/9/2019 10:18,8/9/2019,10:18:08,643.4,1.78,0.338,hr s nr1 08092019.txt
8/9/2019 10:21,8/9/2019,10:21:04,657.4,1.82,0.365,hr s nr2 08092019.txt
8/9/2019 10:21,8/9/2019,10:21:28,626.2,2.01,0.367,hr s nr2 08092019.txt
8/9/2019 10:21,8/9/2019,10:21:52,581,1.91,0.356,hr s nr2 08092019.txt
8/9/2019 10:22,8/9/2019,10:22:17,555.7,1.92,0.325,hr s nr2 08092019.txt
8/9/2019 10:22,8/9/2019,10:22:41,537.5,1.94,0.335,hr s nr2 08092019.txt
8/9/2019 10:23,8/9/2019,10:23:05,533.6,1.98,0.353,hr s nr2 08092019.txt
8/9/2019 10:23,8/9/2019,10:23:29,528.6,1.97,0.362,hr s nr2 08092019.txt
8/9/2019 10:23,8/9/2019,10:23:53,537.2,1.92,0.368,hr s nr2 08092019.txt
8/9/2019 10:24,8/9/2019,10:24:17,541.7,1.78,0.371,hr s nr2 08092019.txt
8/9/2019 10:24,8/9/2019,10:24:41,549.4,1.93,0.373,hr s nr2 08092019.txt
8/9/2019 10:25,8/9/2019,10:25:05,555,1.92,0.344,hr s nr2 08092019.txt
8/9/2019 10:25,8/9/2019,10:25:29,562.5,1.88,0.354,hr s nr2 08092019.txt
8/9/2019 10:25,8/9/2019,10:25:53,570.9,1.89,0.329,hr s nr2 08092019.txt
8/9/2019 10:26,8/9/2019,10:26:17,575.5,1.83,0.338,hr s nr2 08092019.txt
8/9/2019 10:26,8/9/2019,10:26:41,585.3,1.88,0.353,hr s nr2 08092019.txt
8/9/2019 10:27,8/9/2019,10:27:05,592,1.87,0.354,hr s nr2 08092019.txt
8/9/2019 10:29,8/9/2019,10:29:16,604.7,1.95,0.384,hr s nr3 08092019.txt
8/9/2019 10:29,8/9/2019,10:29:40,582.1,2.01,0.382,hr s nr3 08092019.txt
8/9/2019 10:30,8/9/2019,10:30:04,560.1,2.01,0.373,hr s nr3 08092019.txt
8/9/2019 10:30,8/9/2019,10:30:28,549.9,1.99,0.363,hr s nr3 08092019.txt
8/9/2019 10:30,8/9/2019,10:30:52,549,2,0.357,hr s nr3 08092019.txt
8/9/2019 10:31,8/9/2019,10:31:16,555.7,1.98,0.351,hr s nr3 08092019.txt
8/9/2019 10:31,8/9/2019,10:31:40,568.5,1.93,0.352,hr s nr3 08092019.txt
8/9/2019 10:32,8/9/2019,10:32:04,584.3,1.99,0.372,hr s nr3 08092019.txt
8/9/2019 10:32,8/9/2019,10:32:28,601.8,1.93,0.369,hr s nr3 08092019.txt
8/9/2019 10:32,8/9/2019,10:32:52,612.7,1.97,0.373,hr s nr3 08092019.txt
8/9/2019 10:33,8/9/2019,10:33:16,628.4,1.91,0.383,hr s nr3 08092019.txt
8/9/2019 10:33,8/9/2019,10:33:40,646.4,1.94,0.349,hr s nr3 08092019.txt
8/9/2019 10:34,8/9/2019,10:34:04,663.1,1.89,0.366,hr s nr3 08092019.txt
8/9/2019 10:34,8/9/2019,10:34:28,679.4,1.82,0.382,hr s nr3 08092019.txt
8/9/2019 10:36,8/9/2019,10:36:52,689.6,1.95,0.347,hr s nr4 08092019.txt
8/9/2019 10:37,8/9/2019,10:37:16,648.7,2,0.382,hr s nr4 08092019.txt
8/9/2019 10:37,8/9/2019,10:37:40,605.5,2.02,0.346,hr s nr4 08092019.txt
8/9/2019 10:38,8/9/2019,10:38:04,574.7,1.99,0.37,hr s nr4 08092019.txt
8/9/2019 10:38,8/9/2019,10:38:28,559.1,2.02,0.33,hr s nr4 08092019.txt
8/9/2019 10:38,8/9/2019,10:38:52,552.3,1.94,0.344,hr s nr4 08092019.txt
8/9/2019 10:39,8/9/2019,10:39:16,555.1,1.97,0.347,hr s nr4 08092019.txt
8/9/2019 10:39,8/9/2019,10:39:40,556.4,1.87,0.352,hr s nr4 08092019.txt
8/9/2019 10:40,8/9/2019,10:40:04,566.5,2.02,0.324,hr s nr4 08092019.txt
8/9/2019 10:40,8/9/2019,10:40:28,575.1,2,0.344,hr s nr4 08092019.txt
8/9/2019 10:40,8/9/2019,10:40:52,583.7,1.98,0.347,hr s nr4 08092019.txt
8/9/2019 10:41,8/9/2019,10:41:16,590.3,1.93,0.34,hr s nr4 08092019.txt
8/9/2019 10:41,8/9/2019,10:41:40,601.5,1.99,0.319,hr s nr4 08092019.txt
8/9/2019 10:42,8/9/2019,10:42:05,609,2.03,0.366,hr s nr4 08092019.txt
8/9/2019 10:42,8/9/2019,10:42:29,616.1,1.99,0.354,hr s nr4 08092019.txt
8/9/2019 10:42,8/9/2019,10:42:53,619.6,1.94,0.347,hr s nr4 08092019.txt
8/9/2019 10:51,8/9/2019,10:51:14,625.9,1.95,0.38,hr s r1 08092019.txt
8/9/2019 10:51,8/9/2019,10:51:38,605.8,1.99,0.356,hr s r1 08092019.txt
8/9/2019 10:52,8/9/2019,10:52:02,593.6,1.94,0.35,hr s r1 08092019.txt
8/9/2019 10:52,8/9/2019,10:52:27,596.6,1.92,0.385,hr s r1 08092019.txt
8/9/2019 10:52,8/9/2019,10:52:51,611,1.97,0.377,hr s r1 08092019.txt
8/9/2019 10:53,8/9/2019,10:53:15,633.6,1.91,0.363,hr s r1 08092019.txt
8/9/2019 10:53,8/9/2019,10:53:39,653.5,1.89,0.349,hr s r1 08092019.txt
8/9/2019 10:54,8/9/2019,10:54:03,681.7,1.96,0.38,hr s r1 08092019.txt
8/9/2019 10:54,8/9/2019,10:54:27,706,1.97,0.351,hr s r1 08092019.txt
8/9/2019 10:54,8/9/2019,10:54:51,735.8,1.88,0.379,hr s r1 08092019.txt
8/9/2019 10:55,8/9/2019,10:55:15,770.9,2.02,0.338,hr s r1 08092019.txt
8/9/2019 10:55,8/9/2019,10:55:39,800.4,1.98,0.34,hr s r1 08092019.txt
8/9/2019 10:56,8/9/2019,10:56:03,831,1.88,0.393,hr s r1 08092019.txt
8/9/2019 11:02,8/9/2019,11:02:41,846.9,1.76,0.309,hr s r1.2 08092019.txt
8/9/2019 11:03,8/9/2019,11:03:05,803.8,1.99,0.372,hr s r1.2 08092019.txt
8/9/2019 11:03,8/9/2019,11:03:29,765.1,1.89,0.373,hr s r1.2 08092019.txt
8/9/2019 11:03,8/9/2019,11:03:53,761.6,1.93,0.357,hr s r1.2 08092019.txt
8/9/2019 11:04,8/9/2019,11:04:17,777.9,1.76,0.367,hr s r1.2 08092019.txt
8/9/2019 11:04,8/9/2019,11:04:41,806.9,1.96,0.351,hr s r1.2 08092019.txt
8/9/2019 11:05,8/9/2019,11:05:05,843.3,1.93,0.338,hr s r1.2 08092019.txt
8/9/2019 11:05,8/9/2019,11:05:29,881.6,1.99,0.372,hr s r1.2 08092019.txt
8/9/2019 11:05,8/9/2019,11:05:53,914.6,1.95,0.353,hr s r1.2 08092019.txt
8/9/2019 11:06,8/9/2019,11:06:18,945.9,1.97,0.369,hr s r1.2 08092019.txt
8/9/2019 11:06,8/9/2019,11:06:42,975,1.93,0.37,hr s r1.2 08092019.txt
8/9/2019 11:07,8/9/2019,11:07:06,1004.1,1.92,0.362,hr s r1.2 08092019.txt
8/9/2019 11:07,8/9/2019,11:07:30,1032.1,1.95,0.342,hr s r1.2 08092019.txt
8/9/2019 11:07,8/9/2019,11:07:54,1055.9,1.93,0.365,hr s r1.2 08092019.txt
8/9/2019 11:08,8/9/2019,11:08:18,1079.5,1.99,0.35,hr s r1.2 08092019.txt
8/9/2019 11:08,8/9/2019,11:08:42,1104.9,1.96,0.364,hr s r1.2 08092019.txt
8/9/2019 11:09,8/9/2019,11:09:06,1124.6,1.97,0.371,hr s r1.2 08092019.txt
8/9/2019 11:09,8/9/2019,11:09:30,1144,1.85,0.354,hr s r1.2 08092019.txt
8/9/2019 11:09,8/9/2019,11:09:54,1165.6,2,0.369,hr s r1.2 08092019.txt
8/9/2019 11:10,8/9/2019,11:10:18,1182.9,1.93,0.38,hr s r1.2 08092019.txt
8/9/2019 11:10,8/9/2019,11:10:43,1199.2,2,0.375,hr s r1.2 08092019.txt
8/9/2019 11:11,8/9/2019,11:11:07,1219.8,1.99,0.373,hr s r1.2 08092019.txt
8/9/2019 11:11,8/9/2019,11:11:31,1236.2,1.92,0.361,hr s r1.2 08092019.txt
8/9/2019 11:14,8/9/2019,11:14:10,1215.1,1.93,0.339,hr s r2 08092019.txt
8/9/2019 11:14,8/9/2019,11:14:34,1003.7,1.93,0.35,hr s r2 08092019.txt
8/9/2019 11:14,8/9/2019,11:14:58,847.1,2.01,0.352,hr s r2 08092019.txt
8/9/2019 11:15,8/9/2019,11:15:22,758.2,1.97,0.342,hr s r2 08092019.txt
8/9/2019 11:15,8/9/2019,11:15:46,714,1.92,0.342,hr s r2 08092019.txt
8/9/2019 11:16,8/9/2019,11:16:11,712.3,1.97,0.362,hr s r2 08092019.txt
8/9/2019 11:16,8/9/2019,11:16:35,725.8,1.89,0.356,hr s r2 08092019.txt
8/9/2019 11:16,8/9/2019,11:16:59,755,2.11,0.289,hr s r2 08092019.txt
8/9/2019 11:17,8/9/2019,11:17:23,786.9,2.02,0.269,hr s r2 08092019.txt
8/9/2019 11:17,8/9/2019,11:17:47,821.2,1.96,0.29,hr s r2 08092019.txt
8/9/2019 11:18,8/9/2019,11:18:11,854.2,1.96,0.307,hr s r2 08092019.txt
8/9/2019 11:18,8/9/2019,11:18:35,891.4,2.02,0.295,hr s r2 08092019.txt
8/9/2019 11:18,8/9/2019,11:18:59,929.1,1.88,0.336,hr s r2 08092019.txt
8/9/2019 11:24,8/9/2019,11:24:17,935.3,1.89,0.29,hr s r2.2 08092019.txt
8/9/2019 11:24,8/9/2019,11:24:41,856.2,1.94,0.303,hr s r2.2 08092019.txt
8/9/2019 11:25,8/9/2019,11:25:05,810.7,1.96,0.353,hr s r2.2 08092019.txt
8/9/2019 11:25,8/9/2019,11:25:29,801.4,1.99,0.331,hr s r2.2 08092019.txt
8/9/2019 11:25,8/9/2019,11:25:53,817.2,2.04,0.376,hr s r2.2 08092019.txt
8/9/2019 11:26,8/9/2019,11:26:17,838.1,1.94,0.333,hr s r2.2 08092019.txt
8/9/2019 11:26,8/9/2019,11:26:41,868.6,1.97,0.344,hr s r2.2 08092019.txt
8/9/2019 11:27,8/9/2019,11:27:05,906.8,1.83,0.368,hr s r2.2 08092019.txt
8/9/2019 11:27,8/9/2019,11:27:29,941.2,1.95,0.357,hr s r2.2 08092019.txt
8/9/2019 11:27,8/9/2019,11:27:53,967.8,2.05,0.36,hr s r2.2 08092019.txt
8/9/2019 11:28,8/9/2019,11:28:17,999.3,1.96,0.367,hr s r2.2 08092019.txt
8/9/2019 11:28,8/9/2019,11:28:41,1027.6,1.99,0.354,hr s r2.2 08092019.txt
8/9/2019 11:29,8/9/2019,11:29:05,1055.5,1.94,0.344,hr s r2.2 08092019.txt
8/9/2019 11:29,8/9/2019,11:29:30,1081.2,2.09,0.338,hr s r2.2 08092019.txt
8/9/2019 11:29,8/9/2019,11:29:54,1108.3,1.95,0.376,hr s r2.2 08092019.txt
8/9/2019 11:30,8/9/2019,11:30:18,1133.6,1.96,0.37,hr s r2.2 08092019.txt
8/9/2019 11:30,8/9/2019,11:30:42,1155.9,1.95,0.36,hr s r2.2 08092019.txt
8/9/2019 11:31,8/9/2019,11:31:06,1176.5,1.93,0.367,hr s r2.2 08092019.txt
8/9/2019 11:31,8/9/2019,11:31:30,1196.4,1.98,0.354,hr s r2.2 08092019.txt
8/9/2019 11:31,8/9/2019,11:31:54,1217.8,1.9,0.354,hr s r2.2 08092019.txt
8/9/2019 11:32,8/9/2019,11:32:18,1235.5,2.05,0.386,hr s r2.2 08092019.txt
8/9/2019 11:32,8/9/2019,11:32:42,1251.1,1.98,0.373,hr s r2.2 08092019.txt
8/9/2019 11:33,8/9/2019,11:33:06,1264.4,2.01,0.354,hr s r2.2 08092019.txt
8/9/2019 11:33,8/9/2019,11:33:30,1288.2,2.02,0.362,hr s r2.2 08092019.txt
8/9/2019 11:36,8/9/2019,11:36:16,1263.9,1.96,0.393,hr s r3 08092019.txt
8/9/2019 11:36,8/9/2019,11:36:40,1039.2,2.02,0.369,hr s r3 08092019.txt
8/9/2019 11:37,8/9/2019,11:37:04,888.9,1.96,0.375,hr s r3 08092019.txt
8/9/2019 11:37,8/9/2019,11:37:28,813.5,1.96,0.315,hr s r3 08092019.txt
8/9/2019 11:37,8/9/2019,11:37:52,796.2,2.06,0.319,hr s r3 08092019.txt
8/9/2019 11:38,8/9/2019,11:38:16,810.6,2.02,0.294,hr s r3 08092019.txt
8/9/2019 11:38,8/9/2019,11:38:40,838.9,1.92,0.303,hr s r3 08092019.txt
8/9/2019 11:39,8/9/2019,11:39:04,875.5,1.96,0.289,hr s r3 08092019.txt
8/9/2019 11:39,8/9/2019,11:39:29,916.4,1.94,0.312,hr s r3 08092019.txt
8/9/2019 11:39,8/9/2019,11:39:53,960.9,1.92,0.313,hr s r3 08092019.txt
8/9/2019 11:40,8/9/2019,11:40:17,1002.1,1.95,0.313,hr s r3 08092019.txt
8/9/2019 11:40,8/9/2019,11:40:41,1042.7,1.89,0.326,hr s r3 08092019.txt
8/9/2019 11:45,8/9/2019,11:45:57,1044.6,1.91,0.385,hr s r3.2 08092019.txt
8/9/2019 11:46,8/9/2019,11:46:21,937.3,1.94,0.38,hr s r3.2 08092019.txt
8/9/2019 11:46,8/9/2019,11:46:45,875.7,1.91,0.324,hr s r3.2 08092019.txt
8/9/2019 11:47,8/9/2019,11:47:09,879.8,2.02,0.32,hr s r3.2 08092019.txt
8/9/2019 11:47,8/9/2019,11:47:33,925.8,2.03,0.363,hr s r3.2 08092019.txt
8/9/2019 11:47,8/9/2019,11:47:57,963.3,2.06,0.349,hr s r3.2 08092019.txt
8/9/2019 11:48,8/9/2019,11:48:22,993.8,1.97,0.373,hr s r3.2 08092019.txt
8/9/2019 11:48,8/9/2019,11:48:46,1034.6,1.98,0.387,hr s r3.2 08092019.txt
8/9/2019 11:49,8/9/2019,11:49:10,1056.3,1.91,0.319,hr s r3.2 08092019.txt
8/9/2019 11:49,8/9/2019,11:49:34,1078.6,2.08,0.31,hr s r3.2 08092019.txt
8/9/2019 11:49,8/9/2019,11:49:58,1099.1,1.98,0.379,hr s r3.2 08092019.txt
8/9/2019 11:50,8/9/2019,11:50:22,1109.4,1.92,0.358,hr s r3.2 08092019.txt
8/9/2019 11:50,8/9/2019,11:50:47,1129.8,1.89,0.342,hr s r3.2 08092019.txt
8/9/2019 11:51,8/9/2019,11:51:11,1145.5,1.95,0.374,hr s r3.2 08092019.txt
8/9/2019 11:51,8/9/2019,11:51:35,1164.1,1.95,0.405,hr s r3.2 08092019.txt
8/9/2019 11:51,8/9/2019,11:51:59,1173.3,1.85,0.328,hr s r3.2 08092019.txt
8/9/2019 11:52,8/9/2019,11:52:23,1190.5,1.87,0.373,hr s r3.2 08092019.txt
8/9/2019 11:52,8/9/2019,11:52:47,1205.9,2.05,0.322,hr s r3.2 08092019.txt
8/9/2019 11:53,8/9/2019,11:53:11,1221.5,2.03,0.378,hr s r3.2 08092019.txt
8/9/2019 11:53,8/9/2019,11:53:35,1236.3,2.02,0.331,hr s r3.2 08092019.txt
8/9/2019 11:53,8/9/2019,11:53:59,1248.3,2.02,0.372,hr s r3.2 08092019.txt
8/9/2019 11:54,8/9/2019,11:54:23,1262.4,2.03,0.31,hr s r3.2 08092019.txt
8/9/2019 11:54,8/9/2019,11:54:47,1271.6,1.98,0.379,hr s r3.2 08092019.txt
8/9/2019 11:55,8/9/2019,11:55:11,1287,2.01,0.384,hr s r3.2 08092019.txt
8/9/2019 11:55,8/9/2019,11:55:36,1302.3,1.96,0.335,hr s r3.2 08092019.txt
8/9/2019 11:58,8/9/2019,11:58:33,1262.9,1.87,0.392,hr s r4 08092019.txt
8/9/2019 11:58,8/9/2019,11:58:58,1008.1,2.04,0.366,hr s r4 08092019.txt
8/9/2019 11:59,8/9/2019,11:59:22,837.8,1.91,0.306,hr s r4 08092019.txt
8/9/2019 11:59,8/9/2019,11:59:46,757.6,1.93,0.305,hr s r4 08092019.txt
8/9/2019 12:00,8/9/2019,12:00:10,724.7,1.92,0.384,hr s r4 08092019.txt
8/9/2019 12:00,8/9/2019,12:00:34,723.8,2.05,0.398,hr s r4 08092019.txt
8/9/2019 12:00,8/9/2019,12:00:58,742.4,1.99,0.395,hr s r4 08092019.txt
8/9/2019 12:01,8/9/2019,12:01:22,777.8,1.83,0.364,hr s r4 08092019.txt
8/9/2019 12:01,8/9/2019,12:01:46,800.5,1.98,0.323,hr s r4 08092019.txt
8/9/2019 12:02,8/9/2019,12:02:10,832.2,1.78,0.321,hr s r4 08092019.txt
8/9/2019 12:02,8/9/2019,12:02:34,863.6,1.89,0.325,hr s r4 08092019.txt
8/9/2019 12:02,8/9/2019,12:02:58,897.7,2,0.306,hr s r4 08092019.txt
8/9/2019 12:03,8/9/2019,12:03:23,931.2,1.94,0.329,hr s r4 08092019.txt
8/9/2019 12:03,8/9/2019,12:03:47,962.3,1.86,0.316,hr s r4 08092019.txt
8/9/2019 12:11,8/9/2019,12:11:34,1001.7,1.9,0.379,hr s r4.2 08092019.txt
8/9/2019 12:11,8/9/2019,12:11:58,1034.5,1.87,0.389,hr s r4.2 08092019.txt
8/9/2019 12:12,8/9/2019,12:12:22,1062,1.83,0.387,hr s r4.2 08092019.txt
8/9/2019 12:12,8/9/2019,12:12:46,1100.5,1.97,0.328,hr s r4.2 08092019.txt
8/9/2019 12:13,8/9/2019,12:13:10,1132.1,2.06,0.315,hr s r4.2 08092019.txt
8/9/2019 12:13,8/9/2019,12:13:34,1153,1.94,0.292,hr s r4.2 08092019.txt
8/9/2019 12:13,8/9/2019,12:13:58,1179.1,1.91,0.37,hr s r4.2 08092019.txt
8/9/2019 12:14,8/9/2019,12:14:22,1196.6,1.9,0.37,hr s r4.2 08092019.txt
8/9/2019 12:14,8/9/2019,12:14:46,1217.5,1.95,0.371,hr s r4.2 08092019.txt
8/9/2019 12:15,8/9/2019,12:15:11,1231.7,1.88,0.393,hr s r4.2 08092019.txt
8/9/2019 12:15,8/9/2019,12:15:35,1248.4,1.98,0.38,hr s r4.2 08092019.txt
8/9/2019 12:15,8/9/2019,12:15:59,1261.6,1.97,0.299,hr s r4.2 08092019.txt
8/9/2019 12:16,8/9/2019,12:16:23,1274.6,2,0.364,hr s r4.2 08092019.txt
8/9/2019 12:16,8/9/2019,12:16:47,1288.7,1.94,0.359,hr s r4.2 08092019.txt
8/9/2019 12:17,8/9/2019,12:17:11,1307,1.93,0.341,hr s r4.2 08092019.txt
8/9/2019 12:17,8/9/2019,12:17:35,1312.2,1.84,0.349,hr s r4.2 08092019.txt
8/9/2019 12:17,8/9/2019,12:17:59,1332.4,1.98,0.371,hr s r4.2 08092019.txt
8/9/2019 12:18,8/9/2019,12:18:23,1333.9,1.96,0.383,hr s r4.2 08092019.txt
8/9/2019 12:18,8/9/2019,12:18:47,1334.1,1.83,0.327,hr s r4.2 08092019.txt
8/9/2019 12:19,8/9/2019,12:19:11,1350.2,1.93,0.343,hr s r4.2 08092019.txt
8/9/2019 12:19,8/9/2019,12:19:36,1356.9,2.03,0.341,hr s r4.2 08092019.txt
8/9/2019 12:20,8/9/2019,12:20:00,1364.1,1.99,0.356,hr s r4.2 08092019.txt
8/9/2019 12:20,8/9/2019,12:20:24,1377.1,2.02,0.351,hr s r4.2 08092019.txt
8/9/2019 12:20,8/9/2019,12:20:48,1384.9,1.89,0.351,hr s r4.2 08092019.txt
8/9/2019 12:21,8/9/2019,12:21:12,1386,1.87,0.353,hr s r4.2 08092019.txt
8/9/2019 12:21,8/9/2019,12:21:36,1396.7,2,0.35,hr s r4.2 08092019.txt
8/9/2019 12:22,8/9/2019,12:22:00,1406.1,1.91,0.341,hr s r4.2 08092019.txt
